valorTotal;ide_dhEmi_$date;ide_natOp;infAdic_infCpl;total_icmsTot_vDesc;total_icmsTot_vFrete;total_icmsTot_vOutro;total_icmsTot_vProd;total_icmsTot_vSeg;total_icmsTot_vTotTrib;total_icmsTot_vbc;total_icmsTot_vbcst;total_icmsTot_vcofins;total_icmsTot_vicms;total_icmsTot_vicmsDeson;total_icmsTot_vii;total_icmsTot_vipi;total_icmsTot_vnf;total_icmsTot_vpis;total_icmsTot_vst;nItem;prod_indTot;prod_qCom;prod_uCom;prod_vProd;prod_vUnCom;prod_xProd
34.56;2016-01-11T13:05:42.000Z;VENDA;Mesa 11;0.0;0.0;0.0;34.56;0.0;1.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.04;0.0;0.0;1;1;0.5;KG;34.56;68.6;BUFFET
48.15;2016-01-11T13:05:50.000Z;VENDA;Mesa 15;0.0;0.0;0.0;48.15;0.0;2.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.1;0.0;0.0;1;1;0.7;KG;48.15;68.6;BUFFET
35.81;2016-01-11T13:05:59.000Z;VENDA;Mesa 13;0.0;0.0;0.0;35.81;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.87;0.0;0.0;1;1;0.52;KG;35.81;68.6;BUFFET
35.33;2016-01-11T13:06:07.000Z;VENDA;Mesa 14;0.0;0.0;0.0;35.33;0.0;2.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.33;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
35.33;2016-01-11T13:06:07.000Z;VENDA;Mesa 14;0.0;0.0;0.0;35.33;0.0;2.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.33;0.0;0.0;2;1;0.464;KG;31.83;68.6;BUFFET
34.4;2016-01-11T13:06:16.000Z;VENDA;Mesa 18;0.0;0.0;0.0;34.4;0.0;3.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;1;1;0.436;KG;29.9;68.6;BUFFET
34.4;2016-01-11T13:06:16.000Z;VENDA;Mesa 18;0.0;0.0;0.0;34.4;0.0;3.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
30.94;2016-01-11T13:08:09.000Z;VENDA;Mesa 61;0.0;0.0;0.0;30.94;0.0;2.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.94;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
30.94;2016-01-11T13:08:09.000Z;VENDA;Mesa 61;0.0;0.0;0.0;30.94;0.0;2.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.94;0.0;0.0;2;1;0.4;KG;27.44;68.6;BUFFET
31.45;2016-01-11T13:11:37.000Z;VENDA;Mesa 26;0.0;0.0;0.0;31.46;0.0;2.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.46;0.0;0.0;1;1;0.412;KG;28.26;68.6;BUFFET
31.45;2016-01-11T13:11:37.000Z;VENDA;Mesa 26;0.0;0.0;0.0;31.46;0.0;2.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.46;0.0;0.0;2;1;1.0;UN;3.2;3.2;DOCINHOS
23.73;2016-01-11T13:11:46.000Z;VENDA;Mesa 28;0.0;0.0;0.0;23.73;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.73;0.0;0.0;1;1;0.346;KG;23.73;68.6;BUFFET
27.71;2016-01-11T13:12:03.000Z;VENDA;Mesa 27;0.0;0.0;0.0;27.71;0.0;1.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.71;0.0;0.0;1;1;0.404;KG;27.71;68.6;BUFFET
40.99;2016-01-11T13:14:52.000Z;VENDA;Mesa 33;0.0;0.0;0.0;40.99;0.0;3.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.99;0.0;0.0;1;1;0.532;KG;36.49;68.6;BUFFET
40.99;2016-01-11T13:14:52.000Z;VENDA;Mesa 33;0.0;0.0;0.0;40.99;0.0;3.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.99;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
37.56;2016-01-11T13:15:37.000Z;VENDA;Mesa 35;0.0;0.0;0.0;37.56;0.0;3.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.56;0.0;0.0;1;1;0.482;KG;33.06;68.6;BUFFET
37.56;2016-01-11T13:15:37.000Z;VENDA;Mesa 35;0.0;0.0;0.0;37.56;0.0;3.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.56;0.0;0.0;2;1;1.0;UN;4.5;4.5;CERVEJA
56.89;2016-01-11T13:27:50.000Z;VENDA;Mesa 55;0.0;0.0;0.0;56.9;0.0;8.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.9;0.0;0.0;1;1;0.624;KG;42.8;68.6;BUFFET
56.89;2016-01-11T13:27:50.000Z;VENDA;Mesa 55;0.0;0.0;0.0;56.9;0.0;8.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.9;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
56.89;2016-01-11T13:27:50.000Z;VENDA;Mesa 55;0.0;0.0;0.0;56.9;0.0;8.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.9;0.0;0.0;3;1;3.0;UN;9.6;3.2;DOCINHOS
31.32;2016-01-11T13:28:02.000Z;VENDA;Mesa 46;0.0;0.0;0.0;31.32;0.0;1.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.32;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
31.32;2016-01-11T13:28:02.000Z;VENDA;Mesa 46;0.0;0.0;0.0;31.32;0.0;1.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.32;0.0;0.0;2;1;0.442;KG;30.32;68.6;BUFFET
55.76;2016-01-11T13:28:36.000Z;VENDA;Mesa 40;0.0;0.0;0.0;55.77;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.77;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
55.76;2016-01-11T13:28:36.000Z;VENDA;Mesa 40;0.0;0.0;0.0;55.77;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.77;0.0;0.0;2;1;0.762;KG;52.27;68.6;BUFFET
9.74;2016-01-11T13:35:18.000Z;VENDA;Mesa 75;0.0;0.0;0.0;9.74;0.0;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.74;0.0;0.0;1;1;0.142;KG;9.74;68.6;BUFFET
12.07;2016-01-11T13:35:49.000Z;VENDA;Mesa 73;0.0;0.0;0.0;12.07;0.0;0.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.07;0.0;0.0;1;1;0.176;KG;12.07;68.6;BUFFET
26.75;2016-01-11T13:36:36.000Z;VENDA;Mesa 58;0.0;0.0;0.0;26.75;0.0;1.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.75;0.0;0.0;1;1;0.39;KG;26.75;68.6;BUFFET
25.93;2016-01-11T13:37:21.000Z;VENDA;Mesa 59;0.0;0.0;0.0;25.93;0.0;1.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.93;0.0;0.0;1;1;0.378;KG;25.93;68.6;BUFFET
62.59;2016-01-11T13:38:13.000Z;VENDA;Mesa 60;0.0;0.0;0.0;62.6;0.0;3.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.6;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
62.59;2016-01-11T13:38:13.000Z;VENDA;Mesa 60;0.0;0.0;0.0;62.6;0.0;3.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.6;0.0;0.0;2;1;0.898;KG;61.6;68.6;BUFFET
80.33;2016-01-11T13:40:13.000Z;VENDA;Mesa 64;0.0;0.0;0.0;80.34;0.0;5.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.34;0.0;0.0;1;1;1.0;UN;4.5;4.5;LIMONADA
80.33;2016-01-11T13:40:13.000Z;VENDA;Mesa 64;0.0;0.0;0.0;80.34;0.0;5.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.34;0.0;0.0;2;1;1.04;KG;71.34;68.6;BUFFET
80.33;2016-01-11T13:40:13.000Z;VENDA;Mesa 64;0.0;0.0;0.0;80.34;0.0;5.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.34;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
74.67;2016-01-11T13:40:57.000Z;VENDA;Mesa 47;0.0;0.0;0.0;74.67;0.0;6.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.67;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
74.67;2016-01-11T13:40:57.000Z;VENDA;Mesa 47;0.0;0.0;0.0;74.67;0.0;6.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.67;0.0;0.0;2;1;0.972;KG;66.67;68.6;BUFFET
74.67;2016-01-11T13:40:57.000Z;VENDA;Mesa 47;0.0;0.0;0.0;74.67;0.0;6.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.67;0.0;0.0;3;1;1.0;UN;4.5;4.5;CERVEJA
35.32;2016-01-11T13:41:49.000Z;VENDA;Mesa 44;0.0;0.0;0.0;35.33;0.0;2.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.33;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
35.32;2016-01-11T13:41:49.000Z;VENDA;Mesa 44;0.0;0.0;0.0;35.33;0.0;2.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.33;0.0;0.0;2;1;0.464;KG;31.83;68.6;BUFFET
43.18;2016-01-11T13:43:18.000Z;VENDA;Mesa 53;0.0;0.0;0.0;43.19;0.0;3.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.19;0.0;0.0;1;1;0.564;KG;38.69;68.6;BUFFET
43.18;2016-01-11T13:43:18.000Z;VENDA;Mesa 53;0.0;0.0;0.0;43.19;0.0;3.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.19;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
23.76;2016-01-11T13:43:54.000Z;VENDA;Mesa 67;0.0;0.0;0.0;23.77;0.0;1.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.77;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
23.76;2016-01-11T13:43:54.000Z;VENDA;Mesa 67;0.0;0.0;0.0;23.77;0.0;1.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.77;0.0;0.0;2;1;0.332;KG;22.77;68.6;BUFFET
45.03;2016-01-11T13:44:29.000Z;VENDA;Mesa 76;0.0;0.0;0.0;45.04;0.0;2.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.04;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
45.03;2016-01-11T13:44:29.000Z;VENDA;Mesa 76;0.0;0.0;0.0;45.04;0.0;2.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.04;0.0;0.0;2;1;0.642;KG;44.04;68.6;BUFFET
21.54;2016-01-11T13:45:03.000Z;VENDA;Mesa 72;0.0;0.0;0.0;21.54;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.54;0.0;0.0;1;1;0.314;KG;21.54;68.6;BUFFET
25.49;2016-01-11T13:45:44.000Z;VENDA;Mesa 71;0.0;0.0;0.0;25.49;0.0;2.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.49;0.0;0.0;1;1;0.306;KG;20.99;68.6;BUFFET
25.49;2016-01-11T13:45:44.000Z;VENDA;Mesa 71;0.0;0.0;0.0;25.49;0.0;2.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.49;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
23.94;2016-01-11T13:46:16.000Z;VENDA;Mesa 70;0.0;0.0;0.0;23.94;0.0;2.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.94;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
23.94;2016-01-11T13:46:16.000Z;VENDA;Mesa 70;0.0;0.0;0.0;23.94;0.0;2.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.94;0.0;0.0;2;1;0.298;KG;20.44;68.6;BUFFET
42.56;2016-01-11T13:48:02.000Z;VENDA;Mesa 37;0.0;0.0;0.0;42.56;0.0;3.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.56;0.0;0.0;1;1;1.0;UN;12.0;12.0;SOBREMESA
42.56;2016-01-11T13:48:02.000Z;VENDA;Mesa 37;0.0;0.0;0.0;42.56;0.0;3.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.56;0.0;0.0;2;1;0.38;KG;26.06;68.6;BUFFET
42.56;2016-01-11T13:48:02.000Z;VENDA;Mesa 37;0.0;0.0;0.0;42.56;0.0;3.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.56;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
63.62;2016-01-11T13:48:48.000Z;VENDA;Mesa 36;0.0;0.0;0.0;63.63;0.0;4.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.63;0.0;0.0;1;1;0.862;KG;59.13;68.6;BUFFET
63.62;2016-01-11T13:48:48.000Z;VENDA;Mesa 36;0.0;0.0;0.0;63.63;0.0;4.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.63;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
43.73;2016-01-11T13:49:32.000Z;VENDA;Mesa 42;0.0;0.0;0.0;43.73;0.0;3.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.73;0.0;0.0;1;1;0.572;KG;39.23;68.6;BUFFET
43.73;2016-01-11T13:49:32.000Z;VENDA;Mesa 42;0.0;0.0;0.0;43.73;0.0;3.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.73;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
44.69;2016-01-11T13:50:38.000Z;VENDA;Mesa 56;0.0;0.0;0.0;44.69;0.0;3.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.69;0.0;0.0;1;1;0.586;KG;40.19;68.6;BUFFET
44.69;2016-01-11T13:50:38.000Z;VENDA;Mesa 56;0.0;0.0;0.0;44.69;0.0;3.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.69;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
22.06;2016-01-11T13:51:09.000Z;VENDA;Mesa 57;0.0;0.0;0.0;22.06;0.0;2.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.06;0.0;0.0;1;1;0.256;KG;17.56;68.6;BUFFET
22.06;2016-01-11T13:51:09.000Z;VENDA;Mesa 57;0.0;0.0;0.0;22.06;0.0;2.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.06;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
43.45;2016-01-11T14:02:04.000Z;VENDA;Mesa 68;0.0;0.0;0.0;43.46;0.0;4.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.46;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
43.45;2016-01-11T14:02:04.000Z;VENDA;Mesa 68;0.0;0.0;0.0;43.46;0.0;4.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.46;0.0;0.0;2;1;0.536;KG;36.76;68.6;BUFFET
43.45;2016-01-11T14:02:04.000Z;VENDA;Mesa 68;0.0;0.0;0.0;43.46;0.0;4.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.46;0.0;0.0;3;1;1.0;UN;3.2;3.2;DOCINHOS
136.08;2016-01-11T14:03:48.000Z;VENDA;Mesa 69;0.0;0.0;0.0;136.11;0.0;11.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.11;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
136.08;2016-01-11T14:03:48.000Z;VENDA;Mesa 69;0.0;0.0;0.0;136.11;0.0;11.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.11;0.0;0.0;2;1;1.802;KG;123.61;68.6;BUFFET
136.08;2016-01-11T14:03:48.000Z;VENDA;Mesa 69;0.0;0.0;0.0;136.11;0.0;11.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.11;0.0;0.0;3;1;2.0;UN;9.0;4.5;REFRIGERANTE
108.17;2016-01-11T14:08:08.000Z;VENDA;Mesa 78;0.0;0.0;0.0;108.18;0.0;8.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.18;0.0;0.0;1;1;1.0;UN;14.4;14.4;TEMAKI
108.17;2016-01-11T14:08:08.000Z;VENDA;Mesa 78;0.0;0.0;0.0;108.18;0.0;8.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.18;0.0;0.0;2;1;1.236;KG;84.78;68.6;BUFFET
108.17;2016-01-11T14:08:08.000Z;VENDA;Mesa 78;0.0;0.0;0.0;108.18;0.0;8.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.18;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
108.17;2016-01-11T14:08:08.000Z;VENDA;Mesa 78;0.0;0.0;0.0;108.18;0.0;8.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.18;0.0;0.0;4;1;1.0;UN;4.5;4.5;REFRIGERANTE
33.61;2016-01-11T14:36:04.000Z;VENDA;Mesa 82;0.0;0.0;0.0;33.61;0.0;1.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.61;0.0;0.0;1;1;0.49;KG;33.61;68.6;BUFFET
39.47;2016-01-11T14:40:05.000Z;VENDA;Mesa 80;0.0;0.0;0.0;39.48;0.0;3.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.48;0.0;0.0;1;1;0.51;KG;34.98;68.6;BUFFET
39.47;2016-01-11T14:40:05.000Z;VENDA;Mesa 80;0.0;0.0;0.0;39.48;0.0;3.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.48;0.0;0.0;2;1;1.0;UN;4.5;4.5;CERVEJA
23.01;2016-01-11T14:40:40.000Z;VENDA;Mesa 81;0.0;0.0;0.0;23.02;0.0;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.02;0.0;0.0;1;1;1.0;UN;4.5;4.5;LIMONADA
23.01;2016-01-11T14:40:40.000Z;VENDA;Mesa 81;0.0;0.0;0.0;23.02;0.0;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.02;0.0;0.0;2;1;0.27;KG;18.52;68.6;BUFFET
51.41;2016-01-11T14:45:13.000Z;VENDA;Mesa 84;0.0;0.0;0.0;51.42;0.0;4.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.42;0.0;0.0;1;1;0.684;KG;46.92;68.6;BUFFET
51.41;2016-01-11T14:45:13.000Z;VENDA;Mesa 84;0.0;0.0;0.0;51.42;0.0;4.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.42;0.0;0.0;2;1;1.0;UN;4.5;4.5;CERVEJA
28.92;2016-01-11T14:46:09.000Z;VENDA;Mesa 86;0.0;0.0;0.0;28.92;0.0;4.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.92;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
28.92;2016-01-11T14:46:09.000Z;VENDA;Mesa 86;0.0;0.0;0.0;28.92;0.0;4.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.92;0.0;0.0;2;1;0.324;KG;22.22;68.6;BUFFET
28.92;2016-01-11T14:46:09.000Z;VENDA;Mesa 86;0.0;0.0;0.0;28.92;0.0;4.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.92;0.0;0.0;3;1;1.0;UN;3.2;3.2;DOCINHOS
57.59;2016-01-11T14:53:40.000Z;VENDA;Mesa 85;0.0;0.0;0.0;57.59;0.0;4.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.59;0.0;0.0;1;1;0.774;KG;53.09;68.6;BUFFET
57.59;2016-01-11T14:53:40.000Z;VENDA;Mesa 85;0.0;0.0;0.0;57.59;0.0;4.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.59;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
53.33;2016-01-11T15:02:31.000Z;VENDA;Mesa 88;0.0;0.0;0.0;53.34;0.0;4.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.34;0.0;0.0;1;1;0.712;KG;48.84;68.6;BUFFET
53.33;2016-01-11T15:02:31.000Z;VENDA;Mesa 88;0.0;0.0;0.0;53.34;0.0;4.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.34;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
21.4;2016-01-11T19:03:20.000Z;VENDA;Mesa 7;0.0;0.0;0.0;21.4;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.4;0.0;0.0;1;1;0.312;KG;21.4;68.6;BUFFET
52.4;2016-01-11T19:20:37.000Z;VENDA;Mesa 6;0.0;0.0;0.0;52.41;0.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.41;0.0;0.0;1;1;0.764;KG;52.41;68.6;BUFFET
24.69;2016-01-11T19:33:18.000Z;VENDA;Mesa 17;0.0;0.0;0.0;24.69;0.0;1.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.69;0.0;0.0;1;1;0.36;KG;24.69;68.6;BUFFET
30.52;2016-01-11T19:35:31.000Z;VENDA;Mesa 18;0.0;0.0;0.0;30.52;0.0;2.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.52;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
30.52;2016-01-11T19:35:31.000Z;VENDA;Mesa 18;0.0;0.0;0.0;30.52;0.0;2.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.52;0.0;0.0;2;1;0.394;KG;27.02;68.6;BUFFET
37.12;2016-01-11T19:48:53.000Z;VENDA;Mesa 23;0.0;0.0;0.0;37.12;0.0;5.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.12;0.0;0.0;1;1;0.41;KG;28.12;68.6;BUFFET
37.12;2016-01-11T19:48:53.000Z;VENDA;Mesa 23;0.0;0.0;0.0;37.12;0.0;5.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.12;0.0;0.0;2;1;2.0;UN;9.0;4.5;REFRIGERANTE
36.08;2016-01-11T19:49:57.000Z;VENDA;Mesa 25;0.0;0.0;0.0;36.08;0.0;1.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.08;0.0;0.0;1;1;0.526;KG;36.08;68.6;BUFFET
31.14;2016-01-11T19:57:09.000Z;VENDA;Mesa 19;0.0;0.0;0.0;31.14;0.0;1.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.14;0.0;0.0;1;1;0.454;KG;31.14;68.6;BUFFET
32.17;2016-01-11T19:57:55.000Z;VENDA;Mesa 99;0.0;0.0;0.0;32.17;0.0;2.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.17;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
32.17;2016-01-11T19:57:55.000Z;VENDA;Mesa 99;0.0;0.0;0.0;32.17;0.0;2.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.17;0.0;0.0;2;1;0.418;KG;28.67;68.6;BUFFET
55.32;2016-01-11T20:00:30.000Z;VENDA;Mesa 10;0.0;0.0;0.0;55.33;0.0;11.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.33;0.0;0.0;1;1;1.0;UN;20.9;20.9;SAKE
55.32;2016-01-11T20:00:30.000Z;VENDA;Mesa 10;0.0;0.0;0.0;55.33;0.0;11.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.33;0.0;0.0;2;1;0.502;KG;34.43;68.6;BUFFET
15.77;2016-01-11T20:01:00.000Z;VENDA;Mesa 5;0.0;0.0;0.0;15.77;0.0;0.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.77;0.0;0.0;1;1;0.23;KG;15.77;68.6;BUFFET
19.34;2016-01-11T20:03:18.000Z;VENDA;Mesa 4;0.0;0.0;0.0;19.34;0.0;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.34;0.0;0.0;1;1;0.282;KG;19.34;68.6;BUFFET
45.65;2016-01-11T20:03:32.000Z;VENDA;Mesa 8;0.0;0.0;0.0;45.66;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.66;0.0;0.0;1;1;0.6;KG;41.16;68.6;BUFFET
45.65;2016-01-11T20:03:32.000Z;VENDA;Mesa 8;0.0;0.0;0.0;45.66;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.66;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
44.97;2016-01-11T20:03:49.000Z;VENDA;Mesa 1;0.0;0.0;0.0;44.97;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.97;0.0;0.0;1;1;0.59;KG;40.47;68.6;BUFFET
44.97;2016-01-11T20:03:49.000Z;VENDA;Mesa 1;0.0;0.0;0.0;44.97;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.97;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
20.58;2016-01-11T20:05:43.000Z;VENDA;Mesa 22;0.0;0.0;0.0;20.58;0.0;0.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.58;0.0;0.0;1;1;0.3;KG;20.58;68.6;BUFFET
94.72;2016-01-11T20:07:37.000Z;VENDA;Mesa 15;0.0;0.0;0.0;94.74;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.56;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
94.72;2016-01-11T20:07:37.000Z;VENDA;Mesa 15;0.0;0.0;0.0;94.74;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.56;0.0;0.0;2;1;1.32;KG;90.54;68.6;BUFFET
94.72;2016-01-11T20:07:37.000Z;VENDA;Mesa 15;0.0;0.0;0.0;94.74;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.56;0.0;0.0;3;1;1.0;UN;3.2;3.2;DOCINHOS
75.25;2016-01-11T20:08:37.000Z;VENDA;Mesa 16;0.0;0.0;0.0;75.26;0.0;6.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.26;0.0;0.0;1;1;0.966;KG;66.26;68.6;BUFFET
75.25;2016-01-11T20:08:37.000Z;VENDA;Mesa 16;0.0;0.0;0.0;75.26;0.0;6.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.26;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
75.25;2016-01-11T20:08:37.000Z;VENDA;Mesa 16;0.0;0.0;0.0;75.26;0.0;6.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.26;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
28.05;2016-01-11T20:11:33.000Z;VENDA;Mesa 21;0.0;0.0;0.0;28.05;0.0;2.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.05;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
